Year,Region,Agency Name,City,County,State,Attendance,Rescues - Total,Rescue - Rip,Rescue - Surf,Rescue - Swift,Rescues - Scuba,Primary Cause of Rescue - Others,Rescue - Cliff,Boat Rescues - Rescues,Boat Rescues - Passengers,Boat Rescues - Value,Boat Assists - Rescues,Boat Assists - Passengers,Boat Assists - Value,Prevents,Medical Aids - Total,Medical Aids - Major,Medical Aids - Minor,Drowning Deaths (Unguarded) - Total,Drowning Deaths (Unguarded) - Rip,Drowning Deaths (Unguarded) - Surf,Drowning Deaths (Unguarded) - Scuba,Drowning Deaths (Unguarded) - Drop-Off,Drowning Deaths (Unguarded) - Alc/Drugs,Drowning Deaths (Unguarded) - Ability,Drowning Deaths (Unguarded) - Floatation,Drowning Deaths (Unguarded) - Other,Drowning Deaths (Guarded) - Total,Drowning Deaths (Guarded) - Rip,Drowning Deaths (Guarded) - Surf,Drowning Deaths (Guarded) - Scuba,Drowning Deaths (Guarded) - Drop-Off,Drowning Deaths (Guarded) - Alc/Drugs,Drowning Deaths (Guarded) - Ability,Drowning Deaths (Guarded) - Floatation,Drowning Deaths (Guarded) - Other,Other Fatalities,Enforcements - Total,Enforcements - Warnings,Enforcements - Boat/PWC,Enforcements - Citations,Enforcements - Arrests,Lost/Found Persons,Public Education - Lectures,Public Education - Students,Demographics - Miles Guarded,Demographics - Miles Not Guarded,Demographics - Full-Time Employees,Demographics - Part-Time Employees,Demographics - Jr. Guards,Demographics - Agency Water Is,Demographics - Agency Coverage,Demographics - Avg. Weekday Towers Staffed,Demographics - Avg. Weekend Towers Staffed,Demographics - Avg. Distance Between Tower (yards),Demographics - # Rescue Vehicles,Demographics - Boat < 15,Demographics - Boat 15+,Demographics - PWC,Demographics - Non Motorized Rescue Craft
2011,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"161,320",16,8,8,0,0,,0,1,2,"5,000",0,0,0,386,220,6,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"139,075",25,17,8,0,0,,0,0,0,0,0,0,0,509,95,5,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,16,0,0,17,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"121,004",34,16,18,0,0,,0,0,0,0,1,4,0,284,91,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"102,715",19,12,7,0,0,,0,0,0,0,0,0,0,309,42,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"115,955",53,43,10,0,0,,0,0,0,0,7,17,0,927,56,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,15,0,0,8,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"106,623",38,21,17,0,0,,0,0,0,0,3,10,0,386,39,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,55,15,0,0,10,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"93,880",39,31,8,0,0,,0,0,0,0,3,6,0,529,53,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"100,875",4,2,2,0,0,,0,0,0,0,4,11,"10,000",435,36,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,0,0,0,12,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"85,959",9,5,4,0,0,,0,0,0,0,2,5,"6,000",295,44,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,109,10,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,0,33,22,2,0,0,,0,2,4,"4,000",1,2,500,0,26,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,38,9,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,0,32,0,0,0,0,,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,South-Atlantic,"Atlantic Beach Ocean Rescue, Florida",Atlantic Beach - FL,Duval County,Florida,"68,577",13,13,0,0,0,0,0,2,2,"10,000",0,0,0,101,161,5,156,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,20,3,0,0,42,0,Ocean,Seasonal,8,10,300,1,0,0,1,2
2022,Southeast,"St. Johns County Marine Rescue, County of, Florida",St. Johns County,St. Johns County,Florida,"5,200,000",490,355,103,0,0,32,0,95,95,0,35,35,0,"13,540",181,63,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,40,"2,000",13,29,4,60,130,Ocean,Year Round,15,21,"3,700",16,2,2,7,2
2021,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"192,886",145,121,24,0,0,0,0,0,0,0,0,0,0,"8,073",228,8,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,37,0,0,0,28,40,130,1,0,36,17,95,Ocean,Seasonal,8,9,60,2,0,0,1,13
2020,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"593,174",345,159,183,0,0,,0,1,4,"22,000",2,6,"16,000","12,790",165,10,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,71,2,80,2,0,35,17,-,Ocean,Seasonal,8,9,100,2,0,0,1,6
2019,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"790,898",237,191,46,0,0,,0,1,2,"28,000",1,3,"32,000","9,464",213,14,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,84,2,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"753,236",472,337,135,0,0,,0,7,6,"38,000",4,4,"22,000","7,822",202,17,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,58,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"704,524",446,314,132,0,0,,0,5,4,"45,000",2,6,"32,000","5,267",141,14,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,9,0,0,48,2,90,1,0,1,50,130,Ocean,Seasonal,8,9,100,2,0,0,1,10
2016,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"856,126",614,412,202,0,0,,0,8,6,"85,000",4,5,800,"6,860",237,21,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,74,3,90,1,0,1,50,135,Ocean,Seasonal,8,9,100,2,0,0,1,10
2015,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"857,300","1,346","1,144",202,0,0,,0,3,11,"135,000",0,0,0,"8,280",290,33,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,126,5,360,1,0,1,45,125,Ocean,Seasonal,8,8,100,2,0,0,1,4
2014,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"685,600",689,554,135,0,0,,0,1,4,"12,500",0,0,0,"6,503",252,26,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,25,12,0,0,111,4,320,1,0,1,50,136,Ocean,Seasonal,8,9,100,2,0,0,1,12
2013,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"5,746,000",213,203,10,0,0,,0,0,0,0,0,0,0,"4,902",187,19,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,9,0,0,86,4,260,1,0,1,45,130,Ocean,Seasonal,7,9,100,2,0,0,1,12
2012,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"682,540",267,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"641,540",413,331,82,0,0,,0,4,15,"185,000",8,25,"360,000","4,799",432,22,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,212,18,26,0,83,14,285,1,0,1,40,-,Ocean,Seasonal,9,9,100,1,0,0,1,0
2010,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"645,200",381,304,77,0,0,,0,6,18,"270,000",10,26,"385,000","4,693",327,24,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,76,36,15,5,153,18,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"597,600",507,409,98,0,0,,0,5,12,"225,000",11,10,"350,000","5,813",287,21,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"634,100",531,415,116,0,0,,0,6,16,"255,000",14,24,"345,000","4,289",267,24,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"625,000",516,410,106,0,0,,0,4,15,"240,000",8,19,"320,000","5,491",230,23,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"317,000",210,175,35,0,0,,0,0,0,0,0,0,0,"3,679",152,11,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"303,000",127,103,24,0,0,,0,5,13,"119,000",4,11,"92,000","3,767",152,17,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"325,000",357,278,71,0,0,,0,6,19,"135,000",5,12,"38,000","4,544",173,11,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"287,000",178,142,36,0,0,,0,0,0,0,3,6,"57,000","3,276",123,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"260,000",413,391,22,0,0,,0,2,7,"38,000",0,0,0,"3,697",203,13,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,6,3,0,28,3,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"290,000",181,147,33,0,1,,0,0,0,0,0,0,0,"4,049",262,19,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"281,500",187,130,26,0,0,,0,3,7,"45,000",6,15,"82,000","2,773",542,9,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"210,000",88,69,19,0,0,,0,5,13,"140,000",4,11,"110,000","1,547",376,19,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,43,0,15,0,17,6,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"737,219",116,0,0,0,0,,0,0,0,0,0,0,0,214,327,327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,82,"66,460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Mid-Atlantic,"Avon by the Sea Beach Patrol, New Jersey",Avon by the Sea,Monmouth County,New Jersey,"680,225",490,416,74,0,0,0,0,1,4,"11,235",1,6,"11,000","9,965",154,7,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,40,0,0,0,55,2,120,1,0,55,15,130,Ocean,Seasonal,8,9,80,2,3,0,1,12
1998,Mid-Atlantic,"Barnegat Light Beach Patrol, New Jersey",Barnegat Light,Ocean County,New Jersey,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Mid-Atlantic,"Barnegat Light Beach Patrol, New Jersey",Barnegat Light,Ocean County,New Jersey,"4,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,New England,"Barnstable Lifeguards, Massachusetts",Barnstable,Barnstable County,Massachusetts,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,890,15,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,350,0,0,0,0,65,"1,058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,0,23,3,16,0,0,4,0,13,0,0,12,0,0,552,244,26,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,889","3,783",0,98,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Southwest,"San Diego Lifeguards, City of, California",San Diego,San Diego County,California,"21,697,742","7,950","4,059",385,37,40,187,48,55,110,0,88,10,0,"447,794","2,649",451,"2,198",2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,720,"100,000",118,266,0,85,80,500,24,0,120,208,"1,550","Ocean, Bay, Open Water, River",Year Round,52,53,314,51,1,15,7,0
2020,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"220,000",7,0,7,0,0,,0,2,2,800,6,10,800,86,466,11,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,130","3,102",6,22,0,16,0,0,18,0,12,17,-,Ocean,Seasonal,0,0,0,7,0,0,2,0
2019,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"200,000",15,7,5,3,0,,0,3,9,0,5,7,"3,400",164,284,19,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,528","1,496",3,29,0,31,0,0,18,0,10,17,-,Ocean,Year Round,0,0,0,7,0,0,2,0
2018,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"27,000",5,0,5,0,0,,0,1,4,"12,000",1,1,0,4,168,7,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,700,9,167,0,13,1,30,18,0,10,14,-,Ocean,Year Round,0,0,0,7,0,0,2,0
2017,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"15,000",4,0,4,0,0,,0,2,4,0,1,2,0,"1,231",153,10,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,397,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"15,000",11,0,0,11,0,,0,7,8,"20,000",2,12,"23,000",965,120,9,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,290,0,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"197,000",7,0,7,0,0,,0,4,0,0,2,0,0,6,91,12,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,205","1,200",2,3,0,5,0,0,12,0,7,12,-,Ocean,Year Round,0,0,0,5,0,0,2,2
2021,South-Atlantic,"Barrier Island Ocean Rescue, South Carolina",Kiawah Island and Seabrook Island,Charleston County,South Carolina,"700,000",4,0,2,2,0,0,0,1,2,300,1,1,300,98,473,26,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,392","2,395",15,33,0,17,0,0,20,0,8,22,0,"Ocean, Open Water",Year Round,0,0,0,8,0,0,3,0
2022,Southwest,"Seal Beach Marine Safety, City of, California",Seal Beach,Orange County,California,0,308,245,54,0,0,0,0,46,0,0,11,0,0,"2,152","1,057",45,"1,012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,701","3,794",0,1,1,29,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"76,527",314,0,0,0,0,0,0,0,0,0,0,0,0,"28,925",185,32,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,7,0,0,"Ocean, Open Water",Seasonal,4,4,200,7,0,0,2,0
2020,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"92,608",358,0,0,0,0,0,0,0,0,0,0,0,0,"53,228",304,71,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,"Ocean, Open Water",Seasonal,4,4,200,7,0,0,2,0
2019,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"93,652",168,0,0,0,0,0,0,0,0,0,0,0,0,"58,897",293,42,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,7,0,0,Ocean,Seasonal,4,4,200,7,0,0,2,0
2018,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"133,514",238,167,71,0,0,,0,0,0,0,0,0,0,"7,791",295,41,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"192,689",375,300,75,0,0,,0,0,0,0,0,0,0,0,358,82,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3.5,7,0,-,Ocean,Seasonal,4,4,333,5,0,0,0,35
2016,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"135,237",201,176,25,0,0,,0,0,0,0,0,0,0,"3,927",579,38,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,5,0,7,0,-,Ocean,Seasonal,4,4,500,3,0,0,0,0
2023,Southeast,"Bay County, Panama City, Florida",Panama City,Bay County,Florida,"71,115",81,60,21,0,0,0,0,0,0,0,0,0,0,"11,279",231,25,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,7,3,0,Ocean,Seasonal,4,4,200,8,0,0,2,0
2001,Mid-Atlantic,"Bay Head Lifeguards, New Jersey",Bay Head,Monmouth,New Jersey,"88,000",56,56,0,0,0,,0,1,2,"5,000",0,0,0,68,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,Mid-Atlantic,"Bay Head Lifeguards, New Jersey",Bay Head,Monmouth,New Jersey,"278,000",47,47,0,0,0,,0,0,0,0,0,0,0,"4,500",35,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,South-Atlantic,"Beach Services, South Carolina",Horry,Horry,South Carolina,"250,000",56,12,25,0,0,,0,6,7,0,0,0,0,"9,000",732,29,703,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,15,2,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"88,000",26,0,0,0,0,,0,0,0,0,2,0,0,"1,700",147,8,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,25,85,1,0,65,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"71,232",16,0,0,0,0,,0,0,0,0,0,0,0,"8,235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"68,942",15,0,0,0,0,,0,0,0,0,9,15,"22,000","7,824",25,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"67,356",10,0,0,0,0,,0,0,0,0,7,12,"20,000","6,582",19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"53,291",19,0,0,0,0,,0,11,19,"70,000",0,0,0,"4,250",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"65,411",22,0,0,0,0,,0,16,31,"75,000",0,0,0,"8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"42,743",37,0,0,0,0,,0,0,0,0,0,0,0,"4,000",35,35,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,50,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,Northwest,"Bellevue Lifeguards, Washington",Bellevue,King County,Washington,"53,658",36,0,0,0,0,,0,3,0,"15,500",0,6,0,"1,816",26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Mid-Atlantic,"Belmar Beach Patrol, New Jersey",Belmar,Monmouth County,New Jersey,0,45,15,30,0,0,,0,0,0,0,1,2,0,0,24,4,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,2,0,0,0,-,Ocean & Lake,Year Round,0,0,0,2,2,1,1,2
